Region,Crop,Variety,Rainfall (mm),Temperature (°C),Arrival (Quintals),Min Price (Rs/qtl),Max Price (Rs/qtl),Modal Price (Rs/qtl),Humidity (%),Pesticide Used (litres/ha)
Maharashtra,Rice,Basmati,26.95,40.13,607.37,1624.28,1840.98,1820.98,41,4.34
Tamil Nadu,Tomato,Local Red,35.21,28.2,2162.29,1497.81,1685.98,1665.98,46.39,1.2
Uttar Pradesh,Potato,Kufri Jyoti,130.07,35,1807.05,1599.45,1714.45,1694.45,83.13,3.29
Maharashtra,Maize,Hybrid-1,117.99,37.16,987.93,931.79,1083.14,1063.14,90.2,4.2
Bihar,Wheat,HD-2967,69.64,40.38,1003.14,1685.56,1737.16,1717.16,53.37,3.6
Maharashtra,Rice,Basmati,105.57,32.11,708.44,1311.19,1379.63,1359.63,78.2,2.47
Bihar,Onion,Nashik Red,65.03,32,2796.97,1622.8,1699.31,1679.31,81.39,4.04
Karnataka,Maize,Hybrid-1,99.92,33.06,618.62,1274.93,1491.71,1471.71,42.59,3.73
Uttar Pradesh,Tomato,Local Red,93.02,25.02,1675.02,829.83,976.66,956.66,82.47,3.29
Punjab,Tomato,Local Red,49.85,38.97,2375.58,1286.88,1453.04,1433.04,46.17,4.36
Punjab,Tomato,Local Red,138.44,40.11,1767.35,800.26,933.24,913.24,71.11,3.45
Punjab,Onion,Nashik Red,0,37.64,2595.78,1329.65,1442.19,1422.19,74.47,2.12
Tamil Nadu,Potato,Kufri Jyoti,64.29,34.54,1856.6,1530.87,1733.44,1713.44,86.83,1.86
Karnataka,Rice,Basmati,104.81,35.13,535.39,1768.17,1933.92,1913.92,62.79,2.62
Maharashtra,Tomato,Local Red,7.53,31.79,1810.11,915.66,1142.15,1122.15,58.67,2.41
Tamil Nadu,Onion,Nashik Red,69.51,31.83,1975.57,1600.06,1700.67,1680.67,88.92,1.25
Karnataka,Rice,Basmati,52.42,31.16,486.72,1309.71,1449.43,1429.43,60.48,4.93
Karnataka,Wheat,HD-2967,7.65,40.24,868.79,1124.93,1291.66,1271.66,47.43,3.49
Tamil Nadu,Onion,Nashik Red,30.38,28.95,1548,1048.61,1254.63,1234.63,48.83,2.77
Bihar,Tomato,Local Red,108.2,29.85,1778.04,787.96,1012.33,992.33,56.64,3.12
Uttar Pradesh,Tomato,Local Red,118.78,39.98,1885.32,1672.61,1785.54,1765.54,70.83,4.05
Bihar,Wheat,HD-2967,56.53,37.23,606.9,937.57,1089.86,1069.86,41.21,2.71
Uttar Pradesh,Potato,Kufri Jyoti,93.79,34.29,2338.11,984.43,1215.82,1195.82,45,4
Bihar,Wheat,HD-2967,24.66,27.4,652.83,1524.19,1626.63,1606.63,91.86,1.71
Uttar Pradesh,Onion,Nashik Red,11.4,27.04,2470.22,1307.14,1422.74,1402.74,77.04,3.47
Punjab,Potato,Kufri Jyoti,81.74,26.87,1886.24,1123.95,1292,1272,48.41,4.88
Karnataka,Tomato,Local Red,147.21,33.64,1818.01,1478.27,1640.4,1620.4,78.55,2.94
Tamil Nadu,Onion,Nashik Red,45.46,30.44,2068.15,1631.8,1840.87,1820.87,87.9,4.46
Uttar Pradesh,Tomato,Local Red,58.48,28.16,1751.74,815.33,917.6,897.6,75.7,2.3
Punjab,Maize,Hybrid-1,32.26,36.08,458.94,1805.43,1944.75,1924.75,85.46,4.92
Bihar,Onion,Nashik Red,83.61,27.75,1564.96,1046.51,1267.62,1247.62,84.8,1.51
Tamil Nadu,Onion,Nashik Red,115.39,30.01,2485.12,1632.64,1755.81,1735.81,45.78,3.19
Karnataka,Potato,Kufri Jyoti,108.24,31.98,2598.94,1291.41,1448.47,1428.47,41.09,3.92
Bihar,Rice,Basmati,118.38,37.01,544.36,1639.22,1832.81,1812.81,57.53,3.47
Maharashtra,Onion,Nashik Red,66.8,36.67,2671,1640.16,1851.07,1831.07,38.48,4.15
Tamil Nadu,Tomato,Local Red,53.26,35.92,1758.36,1158.54,1242.96,1222.96,51.84,4.51
Karnataka,Rice,Basmati,95.47,31.74,506.45,1490.67,1690.08,1670.08,50.45,4.17
Punjab,Wheat,HD-2967,7.97,27.74,468.36,1927.11,2021.24,2001.24,49.3,1.53
Maharashtra,Onion,Nashik Red,84.84,32.03,864.84,996.81,1153.11,1133.11,66.46,4.65
Tamil Nadu,Tomato,Local Red,122.73,34.71,2548.77,885.78,1043.84,1023.84,86.82,4.89
Bihar,Maize,Hybrid-1,58.07,30.27,602.7,1679.82,1829.96,1809.96,75.12,4.35
Karnataka,Potato,Kufri Jyoti,23.16,26.44,2169.76,793.11,899.79,879.79,46.33,1.49
Punjab,Maize,Hybrid-1,53.23,32.72,601.3,1554.87,1715.41,1695.41,45.05,3.11
Maharashtra,Rice,Basmati,35.32,30.03,449.57,1548.54,1670.76,1650.76,44.01,2.22
Bihar,Onion,Nashik Red,134.04,33.77,1589.4,1157.36,1234.55,1214.55,63.66,3.12
Karnataka,Tomato,Local Red,123.7,30.07,1729.67,848.51,892.88,872.88,65.15,4.58
Uttar Pradesh,Tomato,Local Red,118.19,31.08,2852.6,1289.42,1436.72,1416.72,85.35,4.84
Punjab,Potato,Kufri Jyoti,13.57,28.42,2726.5,1587.57,1708.45,1688.45,84.1,4.61
Tamil Nadu,Wheat,HD-2967,55.69,40.34,838.11,1575.5,1708.72,1688.72,77.17,1.98
Punjab,Maize,Hybrid-1,74.03,26.93,824.55,1391.13,1485.27,1465.27,75.21,1.5
Punjab,Onion,Nashik Red,49.84,30.69,2309.33,1292.11,1421.07,1401.07,88.35,1.74
Punjab,Tomato,Local Red,41.05,31.39,1909.9,1344.79,1432.82,1412.82,53.15,4.26
Punjab,Rice,Basmati,118.74,38,1005.26,1542.8,1616.27,1596.27,66.73,1
Bihar,Onion,Nashik Red,71.35,25.87,2288.2,1610.96,1695.25,1675.25,74.94,1.77
Karnataka,Wheat,HD-2967,131.65,40.29,913.89,1491.57,1600.9,1580.9,66.4,4.02
Uttar Pradesh,Potato,Kufri Jyoti,121.13,26.27,2414.77,862.34,1078.66,1058.66,80.76,4.63
Bihar,Rice,Basmati,129.22,26.94,682.27,1510.52,1715.02,1695.02,73.72,3.5
Karnataka,Rice,Basmati,125.83,32.06,996.36,1562.38,1697.52,1677.52,87.5,4.63
Karnataka,Rice,Basmati,62.19,39.3,764.7,1207.78,1362.06,1342.06,88.92,4.11
Tamil Nadu,Onion,Nashik Red,122.64,32.24,2583.97,826.88,991.47,971.47,69.66,2.53
Punjab,Tomato,Local Red,118.03,30.04,2950.68,1391.73,1595.6,1575.6,58.7,5.01
Tamil Nadu,Wheat,HD-2967,136.62,38.16,476.22,1744.37,1965.01,1945.01,63.3,4.57
Karnataka,Potato,Kufri Jyoti,45.86,35.16,2293.11,1032.35,1188.56,1168.56,81.83,3.09
Karnataka,Wheat,HD-2967,97.27,38.97,916.62,1675.86,1865.32,1845.32,43.12,4.95
Bihar,Rice,Basmati,5.91,25.14,700.93,1470.26,1620.92,1600.92,44.54,4.25
Punjab,Maize,Hybrid-1,121.49,25.18,861.55,1198.82,1357.48,1337.48,39.82,4.06
Bihar,Rice,Basmati,137.61,31.8,420.48,1290.4,1359.41,1339.41,65.74,2.42
Tamil Nadu,Wheat,HD-2967,116.86,38.93,576.27,1019.35,1169.39,1149.39,62.83,3.16
Bihar,Rice,Basmati,6.46,36.14,895.1,846.59,916.92,896.92,51.76,2.39
Maharashtra,Wheat,HD-2967,21.2,28.83,852.86,861.59,1028.58,1008.58,71.99,3.01
Maharashtra,Onion,Nashik Red,26.66,24.81,2831.75,1753.6,1815.19,1795.19,69.59,1.53
Punjab,Maize,Hybrid-1,98.96,33.11,533.25,1025.27,1148.97,1128.97,72.51,2.24
Uttar Pradesh,Maize,Hybrid-1,130.46,27.11,378.29,1506.36,1601.91,1581.91,72.14,4.14
Karnataka,Onion,Nashik Red,60.6,27.97,2815.19,1185.54,1365.87,1345.87,46.63,3.74
Maharashtra,Potato,Kufri Jyoti,6.62,30.95,2625.09,1570.56,1662.18,1642.18,86,4.64
Maharashtra,Rice,Basmati,76.72,37.79,616.69,1714.95,1861.72,1841.72,44.98,1.79
Bihar,Wheat,HD-2967,126.03,27.19,604.76,988.89,1093.88,1073.88,44.43,2.53
Karnataka,Rice,Basmati,131.79,31.65,775.39,880.32,990.19,970.19,45.68,4.93
Maharashtra,Wheat,HD-2967,70.12,30.4,627.81,1566.82,1738.38,1718.38,77.72,1.29
Tamil Nadu,Potato,Kufri Jyoti,126.14,27.72,2020.81,1162.88,1293.45,1273.45,91.85,3.3
Uttar Pradesh,Rice,Basmati,72.89,31.62,782.79,1019.17,1199.61,1179.61,62.59,3.79
Bihar,Potato,Kufri Jyoti,113.37,29.96,1726.31,1118.62,1269.42,1249.42,45.32,4.5
Maharashtra,Rice,Basmati,135.14,34.77,586.51,1445,1534.39,1514.39,46.85,3.06
Punjab,Potato,Kufri Jyoti,16.42,27.18,1584.16,1382.61,1606.1,1586.1,89.39,3.71
Karnataka,Maize,Hybrid-1,122.29,26.26,417.01,1763.57,1879.08,1859.08,79.09,3.95
Punjab,Onion,Nashik Red,14.16,30.28,1712.86,1217.49,1299.69,1279.69,52.59,4.38
Uttar Pradesh,Wheat,HD-2967,103.84,28.91,895.09,1020.3,1153.28,1133.28,77.19,1.97
Punjab,Potato,Kufri Jyoti,22.31,26.88,1756.41,1418.92,1509.49,1489.49,83.25,3.55
Tamil Nadu,Wheat,HD-2967,22.56,35.81,979.78,923.31,1021.95,1001.95,79.95,5.01
Punjab,Onion,Nashik Red,62.21,27.59,2674.19,1458.1,1592.26,1572.26,65.39,4.39
Punjab,Onion,Nashik Red,80.96,37.73,1993.57,1107.26,1243.63,1223.63,65.46,1.3
Punjab,Wheat,HD-2967,57.06,37.93,443.07,1640.03,1764.98,1744.98,55.1,4.97
Bihar,Maize,Hybrid-1,39.05,25.1,730,869.48,1040.16,1020.16,85.2,1.72
Karnataka,Wheat,HD-2967,30.4,33.61,554.58,1655.93,1750.78,1730.78,75.74,2.43
Karnataka,Rice,Basmati,107.93,24.87,641.2,1719.39,1868.84,1848.84,55.81,1.48
Punjab,Maize,Hybrid-1,58.8,32.38,1049.59,1187.87,1298.7,1278.7,40.25,1.3
Karnataka,Onion,Nashik Red,114.45,37.79,2604.55,1211.92,1296.43,1276.43,54.82,4.46
Bihar,Maize,Hybrid-1,90.93,31.84,589.58,1741,1952.31,1932.31,80.83,2.51
Karnataka,Rice,Basmati,21.75,37.22,409.82,829.56,1021.01,1001.01,47.54,4.08
Bihar,Maize,Hybrid-1,11.63,35.85,563.47,1671.41,1791.73,1771.73,68.8,1.19
Maharashtra,Rice,Basmati,28.5,40.15,602.46,1636.13,1835.44,1815.44,40.64,4.4
Tamil Nadu,Tomato,Local Red,34.6,27.75,2163.31,1480.35,1656.89,1636.89,48.19,1.17
Uttar Pradesh,Potato,Kufri Jyoti,128.25,34.92,1729.2,1606.19,1705.1,1685.1,82.47,3.24
Maharashtra,Maize,Hybrid-1,118.34,37.01,968.78,915.38,1053.68,1033.68,90.06,4.3
Bihar,Wheat,HD-2967,69.79,39.79,998.46,1658.65,1731.29,1711.29,52.59,3.61
Maharashtra,Rice,Basmati,103.27,32.25,595.3,1310.21,1401.97,1381.97,79.26,2.5
Bihar,Onion,Nashik Red,67.89,32.1,2777.34,1633.85,1723.17,1703.17,81.21,3.99
Karnataka,Maize,Hybrid-1,93.34,32.78,680.74,1275.39,1501.8,1481.8,43.9,3.62
Uttar Pradesh,Tomato,Local Red,89.61,24.64,1598.38,846.51,996.94,976.94,83.84,3.33
Punjab,Tomato,Local Red,50.5,38.87,2352.48,1269.94,1451.61,1431.61,48.54,4.29
Punjab,Tomato,Local Red,139.66,39.82,1729.58,811.82,928.69,908.69,72.58,3.32
Punjab,Onion,Nashik Red,3.14,37.73,2583.29,1354.07,1483.23,1463.23,76.46,1.96
Tamil Nadu,Potato,Kufri Jyoti,66.33,35.26,1884.82,1524.16,1738,1718,86.55,1.91
Karnataka,Rice,Basmati,104.65,35.04,572.56,1752.97,1936,1916,64.26,2.72
Maharashtra,Tomato,Local Red,14.87,32.31,1812.2,919.71,1162.48,1142.48,59.65,2.43
Tamil Nadu,Onion,Nashik Red,64.29,31.79,1864.8,1623.25,1724.57,1704.57,87,1.26
Karnataka,Rice,Basmati,51.76,31.02,562.46,1316.67,1450.1,1430.1,59.14,4.85
Karnataka,Wheat,HD-2967,5.94,40.08,796.99,1117.34,1266.51,1246.51,48.93,3.48
Tamil Nadu,Onion,Nashik Red,27.58,28.78,1634.63,1032.17,1281.67,1261.67,47.27,2.88
Bihar,Tomato,Local Red,105.25,29.79,1694.62,813.69,1005.02,985.02,57.39,3.23
Uttar Pradesh,Tomato,Local Red,121.31,39.78,1781.01,1675.26,1797.58,1777.58,70.29,4.14
Bihar,Wheat,HD-2967,59.33,37.11,619.77,932.37,1084.38,1064.38,41.31,2.5
Uttar Pradesh,Potato,Kufri Jyoti,91.07,33.85,2353.14,974.12,1211.74,1191.74,45.57,4.02
Bihar,Wheat,HD-2967,24.9,26.92,681.47,1500.01,1634.36,1614.36,91.19,1.66
Uttar Pradesh,Onion,Nashik Red,10.06,27.11,2435.65,1322.5,1395.11,1375.11,77.47,3.22
Punjab,Potato,Kufri Jyoti,84.83,27.4,1900.91,1138.09,1268.55,1248.55,48.22,4.88
Karnataka,Tomato,Local Red,151.47,34.14,1771.79,1497.27,1658.06,1638.06,80.02,3.08
Tamil Nadu,Onion,Nashik Red,43.68,30.16,2089.4,1621.18,1852.83,1832.83,86.97,4.45
Uttar Pradesh,Tomato,Local Red,58.49,27.82,1766.61,827.57,909.8,889.8,75.66,2.22
Punjab,Maize,Hybrid-1,35.79,36.31,397.03,1797.2,1960.44,1940.44,84.47,4.97
Bihar,Onion,Nashik Red,88.63,28.5,1610.89,1056.05,1252.91,1232.91,85.8,1.58
Tamil Nadu,Onion,Nashik Red,115.68,30.08,2489.66,1622.28,1776.01,1756.01,45.5,3.23
Karnataka,Potato,Kufri Jyoti,110.21,32.02,2723.09,1284.03,1445.71,1425.71,40.93,3.85
Bihar,Rice,Basmati,119.69,36.88,603.12,1662.28,1785.73,1765.73,56.16,3.49
Maharashtra,Onion,Nashik Red,68.26,36.77,2643.23,1638.26,1873.47,1853.47,40.17,4.27
Tamil Nadu,Tomato,Local Red,55.07,35.94,1803.45,1170.89,1256.7,1236.7,51.38,4.54
Karnataka,Rice,Basmati,95.24,31.93,476.62,1520.85,1683.36,1663.36,50.07,4.06
Punjab,Wheat,HD-2967,7.14,27.79,587.6,1929.3,2050.81,2030.81,47.58,1.63
Maharashtra,Onion,Nashik Red,86,32.14,819.03,997.89,1182.01,1162.01,66.66,4.61
Tamil Nadu,Tomato,Local Red,118.8,35.28,2509.21,884.96,1002.41,982.41,84.74,4.95
Bihar,Maize,Hybrid-1,57.86,30.23,549.35,1702.64,1812.47,1792.47,75.5,4.45
Karnataka,Potato,Kufri Jyoti,24.12,26.11,2226.21,810.6,900.92,880.92,47.9,1.45
Punjab,Maize,Hybrid-1,51.96,33.23,661.75,1545.42,1758.61,1738.61,45.83,3.24
Maharashtra,Rice,Basmati,34.07,30,482.63,1542.85,1676.52,1656.52,43.83,2.16
Bihar,Onion,Nashik Red,132.34,33.9,1673.09,1174.77,1256.36,1236.36,62.34,3.09
Karnataka,Tomato,Local Red,124.26,30.39,1747.34,836.39,911.63,891.63,64.52,4.65
Uttar Pradesh,Tomato,Local Red,117.06,30.86,2799.3,1273.45,1391.13,1371.13,83.97,4.87
Punjab,Potato,Kufri Jyoti,13.47,27.96,2768.82,1579.1,1713.64,1693.64,83.45,4.58
Tamil Nadu,Wheat,HD-2967,56.64,39.58,954.39,1596.76,1713.74,1693.74,75.59,2.01
Punjab,Maize,Hybrid-1,76.07,27.06,856.31,1414.16,1467.71,1447.71,75.43,1.52
Punjab,Onion,Nashik Red,50.6,30.82,2316.63,1294.7,1438.23,1418.23,89.21,1.77
Punjab,Tomato,Local Red,41.07,30.84,1834.21,1327.37,1487.6,1467.6,52.47,4.25
Punjab,Rice,Basmati,114.71,37.67,1013.65,1512.89,1576.26,1556.26,66,0.99
Bihar,Onion,Nashik Red,66.23,26.02,2317.36,1592.22,1705.2,1685.2,74.84,1.92
Karnataka,Wheat,HD-2967,131.29,39.98,885.69,1489.68,1589.76,1569.76,66.65,4.07
Uttar Pradesh,Potato,Kufri Jyoti,121.16,25.89,2352.77,852.08,1051.07,1031.07,80.99,4.61
Bihar,Rice,Basmati,131.52,26.84,688.63,1522.77,1724.62,1704.62,72.16,3.56
Karnataka,Rice,Basmati,127.38,31.9,986.31,1539.41,1722.22,1702.22,88.21,4.66
Karnataka,Rice,Basmati,62.24,39.02,765.03,1228.3,1378.54,1358.54,89.65,4.2
Tamil Nadu,Onion,Nashik Red,124.41,32.27,2606.57,817.82,994.18,974.18,69.47,2.47
Punjab,Tomato,Local Red,119.35,29.95,2903.45,1390.34,1621,1601,57.91,4.92
Tamil Nadu,Wheat,HD-2967,144.93,38.15,450.8,1737.27,1964.76,1944.76,63.79,4.59
Karnataka,Potato,Kufri Jyoti,47.65,35.08,2311.57,1027.63,1214.11,1194.11,83.24,3.16
Karnataka,Wheat,HD-2967,101.75,39.21,891.45,1687.39,1867.7,1847.7,43.67,4.77
Bihar,Rice,Basmati,5.41,24.87,756.09,1450.09,1590.28,1570.28,44.65,4.34
Punjab,Maize,Hybrid-1,120.55,25.2,828.63,1215.99,1374.29,1354.29,39.85,4.16
Bihar,Rice,Basmati,139.23,31.99,403.44,1286.31,1337.11,1317.11,64.09,2.38
Tamil Nadu,Wheat,HD-2967,121.69,38.92,584.22,1022.08,1134.76,1114.76,62.61,3.06
Bihar,Rice,Basmati,9.91,36.3,911.08,840.58,877.9,857.9,54.44,2.32
Maharashtra,Wheat,HD-2967,18.57,29.12,822.96,873.62,1030.47,1010.47,70.4,2.87
Maharashtra,Onion,Nashik Red,25.62,25.27,2823.39,1721.34,1782.38,1762.38,70.23,1.54
Punjab,Maize,Hybrid-1,96,33.12,627.13,1035.66,1161.4,1141.4,72.18,2.2
Uttar Pradesh,Maize,Hybrid-1,128.98,26.97,431.34,1519.89,1624.47,1604.47,71.68,4.11
Karnataka,Onion,Nashik Red,57.61,28.2,2845.44,1182.15,1379.42,1359.42,44.96,3.76
Maharashtra,Potato,Kufri Jyoti,9.87,30.67,2724.86,1555.66,1657.58,1637.58,84.36,4.56
Maharashtra,Rice,Basmati,83.62,37.92,563.97,1733.61,1900.1,1880.1,44.2,1.8
Bihar,Wheat,HD-2967,123.5,27.12,564.39,1012.63,1132.12,1112.12,46.23,2.6
Karnataka,Rice,Basmati,133.18,31.99,784.04,877.04,983.15,963.15,44,4.93
Maharashtra,Wheat,HD-2967,70.35,29.91,563.15,1575.66,1715.76,1695.76,77.27,1.4
Tamil Nadu,Potato,Kufri Jyoti,126.74,27.88,2024.46,1161.42,1285.8,1265.8,90.7,3.38
Uttar Pradesh,Rice,Basmati,74,31.82,707.2,1036.55,1175.72,1155.72,63.35,3.79
Bihar,Potato,Kufri Jyoti,112.36,30.28,1717.16,1134.43,1242.45,1222.45,45.76,4.39
Maharashtra,Rice,Basmati,130.97,34.94,575.9,1487.38,1523.14,1503.14,45.73,3.24
Punjab,Potato,Kufri Jyoti,17.18,26.86,1593.78,1403.37,1572.21,1552.21,87.8,3.62
Karnataka,Maize,Hybrid-1,126.65,26.24,461.22,1765.1,1871.49,1851.49,79.43,3.72
Punjab,Onion,Nashik Red,12.43,29.63,1652.39,1214.45,1316.25,1296.25,52.28,4.53
Uttar Pradesh,Wheat,HD-2967,103.77,29.18,1048.92,1000.51,1165.8,1145.8,78.1,1.93
Punjab,Potato,Kufri Jyoti,21.13,27.08,1822.48,1396.25,1513.24,1493.24,83.14,3.62
Tamil Nadu,Wheat,HD-2967,24.31,36.01,1065.12,928.52,1032.12,1012.12,80.91,5.01
Punjab,Onion,Nashik Red,61.63,28.07,2710.87,1467.66,1571.57,1551.57,64.16,4.45
Punjab,Onion,Nashik Red,74.17,38.25,1981.15,1089.64,1294.89,1274.89,65.63,1.25
Punjab,Wheat,HD-2967,62.14,38.17,450.4,1654.85,1772.28,1752.28,54.44,4.95
Bihar,Maize,Hybrid-1,41.59,24.79,718.89,832.54,1022.32,1002.32,86.37,1.64
Karnataka,Wheat,HD-2967,32.41,33.74,611.61,1667.08,1747.7,1727.7,77.36,2.68
Karnataka,Rice,Basmati,108.6,25.22,661.52,1723.67,1912.86,1892.86,57.7,1.47
Punjab,Maize,Hybrid-1,54,32.04,947.52,1171,1318.85,1298.85,41.84,1.36
Karnataka,Onion,Nashik Red,115.65,38,2725.64,1182.29,1321.47,1301.47,51.46,4.43
Bihar,Maize,Hybrid-1,91.84,32.32,541.19,1730.15,1964.01,1944.01,79.23,2.66
Karnataka,Rice,Basmati,24.35,36.99,495.17,849.54,1001.47,981.47,47.33,4.1
Bihar,Maize,Hybrid-1,12.67,35.66,589.1,1691.18,1779.67,1759.67,69.79,1.21
Maharashtra,Rice,Basmati,27.7,40.11,589.33,1621.17,1849.97,1829.97,40.69,4.41
Tamil Nadu,Tomato,Local Red,31.55,28.35,2108.28,1511.58,1661.95,1641.95,47.1,1.23
Uttar Pradesh,Potato,Kufri Jyoti,124.6,35.42,1774.64,1620.22,1717.36,1697.36,83.95,3.23
Maharashtra,Maize,Hybrid-1,122.9,37.03,1016.91,909.69,1081.81,1061.81,89.14,4.32
Bihar,Wheat,HD-2967,70.65,40.13,959.31,1660.76,1720.02,1700.02,54.69,3.55
Maharashtra,Rice,Basmati,102.56,32.33,713.33,1294.77,1385.03,1365.03,79.09,2.58
Bihar,Onion,Nashik Red,62.72,32.46,2809.83,1606.99,1714.35,1694.35,81.22,4.02
Karnataka,Maize,Hybrid-1,100.35,33.22,683.44,1263.38,1478.64,1458.64,44.75,3.77
Uttar Pradesh,Tomato,Local Red,89.82,24.89,1682.89,852.04,976.4,956.4,83.18,3.28
Punjab,Tomato,Local Red,51.2,38.67,2307.29,1266.91,1414.24,1394.24,47.76,4.27
Punjab,Tomato,Local Red,141.79,40.1,1686.19,790.18,953.29,933.29,71.24,3.37
Punjab,Onion,Nashik Red,5.76,37.63,2578.94,1365.94,1469.68,1449.68,76.76,2.08
Tamil Nadu,Potato,Kufri Jyoti,66.01,34.59,1851.21,1504.59,1727.75,1707.75,86.45,1.92
Karnataka,Rice,Basmati,101.41,35.18,549.31,1798.54,1928.29,1908.29,62.84,2.71
Maharashtra,Tomato,Local Red,10.57,32.1,1820.41,943.01,1146.9,1126.9,57,2.42
Tamil Nadu,Onion,Nashik Red,64.52,31.74,1929.93,1631.1,1708.96,1688.96,86.79,1.33
Karnataka,Rice,Basmati,56.66,30.92,529.23,1330.32,1465.53,1445.53,58.85,4.98
Karnataka,Wheat,HD-2967,10.72,39.67,715.57,1141.88,1283.69,1263.69,48.47,3.47
Tamil Nadu,Onion,Nashik Red,31.11,29.22,1611.47,1040.07,1265.15,1245.15,48.31,2.74
Bihar,Tomato,Local Red,103.85,29.77,1691.7,770.83,983.91,963.91,58.51,3.21
Uttar Pradesh,Tomato,Local Red,116.28,40.39,1880.46,1696.79,1793.96,1773.96,72.01,4.07
Bihar,Wheat,HD-2967,59.3,36.67,651.58,955.04,1069.99,1049.99,39.99,2.62
Uttar Pradesh,Potato,Kufri Jyoti,94.89,34.08,2397.66,996.49,1168.43,1148.43,44.83,4
Bihar,Wheat,HD-2967,27.84,26.95,681.35,1516.64,1655.75,1635.75,90.76,1.68
Uttar Pradesh,Onion,Nashik Red,15.46,26.96,2512.06,1310.11,1392.24,1372.24,76.11,3.41
Punjab,Potato,Kufri Jyoti,85.25,27.03,1839.11,1129,1301.76,1281.76,47.83,4.94
Karnataka,Tomato,Local Red,149.33,34.22,1831.11,1488.55,1626.64,1606.64,79.98,2.96
Tamil Nadu,Onion,Nashik Red,47.53,30.1,2089.2,1631.45,1845.11,1825.11,88.58,4.36
Uttar Pradesh,Tomato,Local Red,62.66,28.32,1794.79,808,914.66,894.66,75.29,2.33
Punjab,Maize,Hybrid-1,30.38,36.23,433.02,1798.9,1990.95,1970.95,86.7,4.93
Bihar,Onion,Nashik Red,87.99,28.01,1590.61,1011.12,1281.06,1261.06,83.94,1.57
Tamil Nadu,Onion,Nashik Red,111.76,30.37,2414.36,1631.69,1763.2,1743.2,47.35,3.27
Karnataka,Potato,Kufri Jyoti,107.25,31.91,2789.95,1277.38,1445.98,1425.98,40.26,3.87
Bihar,Rice,Basmati,117.07,36.91,575.43,1647.54,1810.87,1790.87,56.58,3.5
Maharashtra,Onion,Nashik Red,69.57,37.1,2644.24,1609.33,1869.3,1849.3,40.77,4.29
Tamil Nadu,Tomato,Local Red,55.08,35.98,1828.84,1163.79,1221.44,1201.44,52.1,4.52
Karnataka,Rice,Basmati,94.47,32.14,450.21,1526.44,1738.5,1718.5,49.92,4.08
Punjab,Wheat,HD-2967,11.41,27.8,535.85,1900.39,2026.19,2006.19,50.5,1.55
Maharashtra,Onion,Nashik Red,84.56,31.82,834.39,1003.67,1169.57,1149.57,67.42,4.59
Tamil Nadu,Tomato,Local Red,120.42,35.11,2527.93,907.31,1016.32,996.32,86.53,4.93
Bihar,Maize,Hybrid-1,62.44,29.9,672.41,1694.73,1801.08,1781.08,76.73,4.43
Karnataka,Potato,Kufri Jyoti,27.14,26.24,2258.79,825.33,907.11,887.11,47.08,1.36
Punjab,Maize,Hybrid-1,53.97,33.1,606.68,1542.62,1692.71,1672.71,45.95,3.1
Maharashtra,Rice,Basmati,38.14,29.89,421.16,1556.63,1658.32,1638.32,44.58,2.17
Bihar,Onion,Nashik Red,134.41,33.91,1583.57,1167.26,1252.72,1232.72,64.38,3.1
Karnataka,Tomato,Local Red,128.51,29.94,1671.62,832.62,899.11,879.11,65.14,4.58
Uttar Pradesh,Tomato,Local Red,118.47,31.25,2790.94,1265.33,1425.22,1405.22,85.61,4.88
Punjab,Potato,Kufri Jyoti,18.37,28.11,2731.69,1605.2,1678.79,1658.79,83.84,4.64
Tamil Nadu,Wheat,HD-2967,56.24,40.12,918.33,1603.26,1714.73,1694.73,75.97,2.01
Punjab,Maize,Hybrid-1,71.18,27.52,910.19,1407.05,1495.47,1475.47,75.1,1.4
Punjab,Onion,Nashik Red,51.92,31.27,2311.02,1303.19,1430.49,1410.49,89.4,1.82
Punjab,Tomato,Local Red,42.04,30.43,1804.6,1311.36,1486.99,1466.99,53.75,4.32
Punjab,Rice,Basmati,114.5,38.13,976.8,1526.16,1590.26,1570.26,66.1,0.96
Bihar,Onion,Nashik Red,70.52,25.64,2229.49,1586.35,1726.38,1706.38,75.25,1.88
Karnataka,Wheat,HD-2967,133.31,39.84,925.26,1480.14,1574.97,1554.97,66.66,4.14
Uttar Pradesh,Potato,Kufri Jyoti,122.51,26.22,2352.69,857.33,1042.41,1022.41,81.28,4.71
Bihar,Rice,Basmati,133.55,26.86,720.22,1522.1,1704.54,1684.54,72.15,3.55
Karnataka,Rice,Basmati,130.85,32.18,906.37,1563.42,1705.95,1685.95,88.66,4.77
Karnataka,Rice,Basmati,64.28,38.73,824.26,1251.18,1373.45,1353.45,88.65,4.19
Tamil Nadu,Onion,Nashik Red,120.85,32.07,2624.16,837.37,1014.73,994.73,69.73,2.5
Punjab,Tomato,Local Red,119.01,30.15,2867.87,1383.02,1576.7,1556.7,59.02,4.89
Tamil Nadu,Wheat,HD-2967,137.07,38.01,437.02,1731.09,1974.19,1954.19,63.33,4.5
Karnataka,Potato,Kufri Jyoti,49.45,35.1,2316.56,1041.66,1193.57,1173.57,83.57,3.16
Karnataka,Wheat,HD-2967,97.84,38.96,878.78,1662.64,1863.44,1843.44,43.28,4.85
